transaction_id,date,product_id,product_name,category,brand,store_id,region,city,units_sold,revenue,promotion_flag,stock_level,stockout_flag
T02570,2025-04-26,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,28,560,False,366,False
T02571,2025-05-31,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,131,2620,False,96,False
T02572,2025-05-09,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,194,6790,False,381,False
T02573,2025-02-20,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,90,1800,False,15,True
T02574,2025-02-19,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,63,2205,False,210,False
T02575,2025-04-03,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,250,10000,True,11,True
T02576,2025-01-19,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,145,8700,True,145,False
T02577,2025-01-31,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,108,6480,False,85,False
T02578,2025-01-26,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,102,6120,False,261,False
T02579,2025-06-30,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,55,3300,False,128,False
T02580,2025-01-14,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,33,1320,True,261,False
T02581,2025-02-17,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,25,2250,False,241,False
T02582,2025-01-27,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,132,5280,True,29,False
T02583,2025-02-10,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,42,1680,False,395,False
T02584,2025-05-27,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,39,780,False,211,False
T02585,2025-06-11,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,46,4140,False,182,False
T02586,2025-01-18,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,114,4560,False,197,False
T02587,2025-02-07,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,38,760,False,273,False
T02588,2025-05-12,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,118,7080,False,78,False
T02589,2025-02-11,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,104,9360,True,176,False
T02590,2025-04-02,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,56,2240,False,146,False
T02591,2025-04-28,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,89,2225,False,170,False
T02592,2025-02-12,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,44,1540,False,4,True
T02593,2025-05-06,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,143,5720,False,13,True
T02594,2025-01-31,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,108,9720,False,297,False
T02595,2025-05-16,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,163,14670,False,5,True
T02596,2025-03-07,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,118,4130,False,315,False
T02597,2025-05-16,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,43,1075,False,132,False
T02598,2025-04-27,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,158,5530,False,323,False
T02599,2025-04-25,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,49,2940,False,72,False
T02600,2025-01-27,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,168,4200,True,345,False
T02601,2025-04-03,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,107,2140,True,19,True
T02602,2025-06-03,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,120,3000,True,269,False
T02603,2025-03-21,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,142,12780,True,216,False
T02604,2025-03-13,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,79,4740,False,105,False
T02605,2025-03-15,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,27,675,False,106,False
T02606,2025-06-24,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,100,2500,False,348,False
T02607,2025-04-10,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,211,7385,False,221,False
T02608,2025-04-07,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,83,3320,True,236,False
T02609,2025-03-25,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,60,1200,False,108,False
T02610,2025-01-06,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,80,2000,False,56,False
T02611,2025-06-13,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,147,5880,False,198,False
T02612,2025-01-18,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,32,1280,False,74,False
T02613,2025-03-17,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,25,2250,False,139,False
T02614,2025-03-11,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,26,650,False,61,False
T02615,2025-02-26,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,60,2100,True,2,True
T02616,2025-02-20,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,109,6540,True,302,False
T02617,2025-05-07,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,113,10170,False,200,False
T02618,2025-03-15,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,87,3480,False,0,True
T02619,2025-04-28,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,79,1580,True,34,False
T02620,2025-01-02,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,22,880,False,192,False
T02621,2025-01-09,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,80,1600,False,25,False
T02622,2025-02-13,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,120,4200,False,375,False
T02623,2025-05-08,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,103,3605,False,156,False
T02624,2025-02-01,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,109,4360,False,9,True
T02625,2025-03-21,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,106,3710,False,115,False
T02626,2025-04-03,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,119,2380,False,257,False
T02627,2025-05-15,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,180,16200,False,393,False
T02628,2025-06-11,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,75,1500,True,382,False
T02629,2025-03-11,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,22,770,False,253,False
T02630,2025-03-21,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,105,2625,False,30,False
T02631,2025-05-14,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,252,8820,True,372,False
T02632,2025-02-22,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,117,2925,False,100,False
T02633,2025-06-23,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,132,7920,True,226,False
T02634,2025-05-15,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,91,3640,False,311,False
T02635,2025-02-03,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,31,1240,False,327,False
T02636,2025-05-06,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,216,7560,True,206,False
T02637,2025-05-12,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,129,4515,False,175,False
T02638,2025-02-08,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,123,7380,True,361,False
T02639,2025-05-31,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,58,2320,True,84,False
T02640,2025-04-21,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,207,18630,False,23,True
T02641,2025-02-02,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,24,480,False,70,False
T02642,2025-05-05,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,54,2160,False,347,False
T02643,2025-04-01,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,45,4050,False,130,False
T02644,2025-05-19,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,158,14220,False,251,False
T02645,2025-04-28,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,277,11080,True,312,False
T02646,2025-01-01,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,94,5640,False,327,False
T02647,2025-06-19,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,73,1825,False,72,False
T02648,2025-03-11,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,61,1220,False,198,False
T02649,2025-06-02,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,71,1420,False,77,False
T02650,2025-02-10,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,22,1980,False,339,False
T02651,2025-03-16,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,37,1480,False,29,False
T02652,2025-06-03,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,101,6060,False,84,False
T02653,2025-06-14,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,183,6405,True,393,False
T02654,2025-06-01,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,21,420,False,14,True
T02655,2025-05-17,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,124,4340,False,300,False
T02656,2025-01-29,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,183,3660,True,263,False
T02657,2025-03-05,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,108,6480,True,117,False
T02658,2025-01-11,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,146,2920,True,169,False
T02659,2025-02-26,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,46,4140,False,325,False
T02660,2025-01-08,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,45,1125,False,99,False
T02661,2025-05-10,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,100,3500,False,269,False
T02662,2025-06-06,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,114,6840,False,94,False
T02663,2025-05-06,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,117,4680,False,141,False
T02664,2025-02-10,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,76,4560,False,309,False
T02665,2025-05-20,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,202,8080,False,301,False
T02666,2025-04-02,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,98,3920,False,217,False
T02667,2025-06-19,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,118,10620,False,166,False
T02668,2025-05-06,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,75,2625,False,80,False
T02669,2025-04-18,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,98,8820,False,1,True
T02670,2025-05-09,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,98,3920,False,127,False
T02671,2025-06-01,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,30,750,False,373,False
T02672,2025-06-11,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,118,4130,False,122,False
T02673,2025-03-13,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,106,6360,True,196,False
T02674,2025-02-07,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,113,6780,False,16,True
T02675,2025-01-18,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,152,6080,False,279,False
T02676,2025-01-07,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,95,3325,False,30,False
T02677,2025-05-25,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,167,15030,True,45,False
T02678,2025-02-22,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,119,4760,False,306,False
T02679,2025-03-10,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,110,9900,False,235,False
T02680,2025-05-23,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,54,1890,False,14,True
T02681,2025-05-16,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,61,5490,False,79,False
T02682,2025-04-10,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,53,1325,False,325,False
T02683,2025-05-30,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,88,1760,False,77,False
T02684,2025-05-15,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,58,2030,False,134,False
T02685,2025-02-13,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,116,2320,True,247,False
T02686,2025-01-03,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,85,5100,False,248,False
T02687,2025-05-24,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,132,4620,False,267,False
T02688,2025-01-18,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,86,2150,False,256,False
T02689,2025-06-18,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,125,5000,False,25,False
T02690,2025-01-20,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,114,10260,False,4,True
T02691,2025-03-06,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,79,1975,False,301,False
T02692,2025-06-23,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,84,5040,False,135,False
T02693,2025-04-12,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,49,980,False,250,False
T02694,2025-03-08,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,116,2320,False,178,False
T02695,2025-01-04,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,36,1260,False,142,False
T02696,2025-03-29,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,76,3040,False,81,False
T02697,2025-03-26,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,74,2960,True,89,False
T02698,2025-06-27,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,118,4130,False,290,False
T02699,2025-01-15,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,42,2520,True,362,False
T02700,2025-01-19,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,68,1700,False,106,False
T02701,2025-04-06,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,50,4500,False,327,False
T02702,2025-02-26,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,35,1400,True,51,False
T02703,2025-02-02,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,107,4280,False,213,False
T02704,2025-04-15,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,154,5390,False,44,False
T02705,2025-04-29,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,114,2850,False,375,False
T02706,2025-04-23,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,162,14580,False,5,True
T02707,2025-02-07,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,82,1640,False,42,False
T02708,2025-03-02,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,52,4680,False,171,False
T02709,2025-06-24,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,118,2950,True,127,False
T02710,2025-05-05,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,89,8010,False,69,False
T02711,2025-04-30,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,81,3240,False,189,False
T02712,2025-06-25,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,161,14490,False,325,False
T02713,2025-03-24,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,100,4000,False,37,False
T02714,2025-03-13,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,49,1715,False,42,False
T02715,2025-04-27,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,137,8220,False,150,False
T02716,2025-05-25,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,44,2640,False,222,False
T02717,2025-04-13,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,165,5775,False,150,False
T02718,2025-04-04,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,42,1050,True,382,False
T02719,2025-04-04,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,124,11160,False,288,False
T02720,2025-01-30,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,98,3430,False,41,False
T02721,2025-02-01,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,83,3320,False,121,False
T02722,2025-04-30,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,209,18810,False,55,False
T02723,2025-03-13,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,117,4095,False,168,False
T02724,2025-06-19,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,29,725,False,113,False
T02725,2025-05-20,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,207,7245,False,113,False
T02726,2025-03-07,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,101,2020,False,130,False
T02727,2025-03-21,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,21,525,False,259,False
T02728,2025-06-20,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,89,3560,False,124,False
T02729,2025-01-04,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,57,2280,True,150,False
T02730,2025-01-30,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,54,1890,True,380,False
T02731,2025-02-21,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,164,3280,True,255,False
T02732,2025-06-02,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,117,4095,True,294,False
T02733,2025-05-06,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,41,820,True,273,False
T02734,2025-02-28,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,40,1000,False,368,False
T02735,2025-05-19,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,45,1800,False,289,False
T02736,2025-05-03,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,68,2720,False,17,True
T02737,2025-01-28,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,68,1360,False,115,False
T02738,2025-03-30,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,110,4400,False,297,False
T02739,2025-01-25,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,98,3920,False,203,False
T02740,2025-04-08,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,187,7480,False,362,False
T02741,2025-03-25,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,169,15210,True,383,False
T02742,2025-02-27,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,72,6480,True,87,False
T02743,2025-03-15,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,93,3720,False,236,False
T02744,2025-04-30,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,105,6300,False,85,False
T02745,2025-02-20,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,49,1960,True,395,False
T02746,2025-03-05,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,42,840,True,379,False
T02747,2025-04-22,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,214,7490,True,157,False
T02748,2025-01-18,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,25,500,False,323,False
T02749,2025-05-22,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,96,5760,False,202,False
T02750,2025-03-30,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,23,1380,False,204,False
T02751,2025-03-18,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,45,1575,False,302,False
T02752,2025-01-02,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,43,860,True,226,False
T02753,2025-02-20,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,118,7080,True,17,True
T02754,2025-05-07,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,81,1620,False,265,False
T02755,2025-05-30,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,130,11700,False,336,False
T02756,2025-05-14,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,46,2760,True,144,False
T02757,2025-06-12,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,74,6660,False,353,False
T02758,2025-05-22,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,49,4410,False,70,False
T02759,2025-04-04,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,60,1200,False,144,False
T02760,2025-01-01,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,52,1820,False,125,False
T02761,2025-04-12,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,33,2970,False,323,False
T02762,2025-01-07,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,31,1860,False,392,False
T02763,2025-05-15,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,51,1275,False,69,False
T02764,2025-02-25,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,65,2600,False,150,False
T02765,2025-05-21,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,103,2575,False,46,False
T02766,2025-01-13,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,128,5120,False,169,False
T02767,2025-01-19,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,49,980,False,234,False
T02768,2025-02-10,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,104,9360,False,241,False
T02769,2025-02-23,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,79,1580,True,51,False
T02770,2025-03-26,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,83,1660,False,268,False
T02771,2025-02-12,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,63,1575,False,241,False
T02772,2025-02-06,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,49,1715,False,356,False
T02773,2025-02-21,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,40,800,False,23,True
T02774,2025-05-17,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,101,6060,False,24,True
T02775,2025-03-19,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,116,6960,False,109,False
T02776,2025-04-16,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,40,1000,False,229,False
T02777,2025-03-14,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,74,4440,False,175,False
T02778,2025-04-20,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,78,3120,True,281,False
T02779,2025-01-11,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,68,2720,False,214,False
T02780,2025-06-30,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,78,2730,False,138,False
T02781,2025-01-25,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,117,7020,False,360,False
T02782,2025-05-27,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,140,12600,False,232,False
T02783,2025-03-05,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,20,700,False,155,False
T02784,2025-02-04,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,95,1900,False,155,False
T02785,2025-01-11,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,104,2600,True,260,False
T02786,2025-06-18,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,23,1380,False,124,False
T02787,2025-02-18,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,97,8730,False,306,False
T02788,2025-01-04,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,117,2925,False,335,False
T02789,2025-03-26,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,76,4560,False,122,False
T02790,2025-05-30,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,45,900,False,224,False
T02791,2025-06-05,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,121,10890,False,302,False
T02792,2025-03-29,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,109,3815,False,283,False
T02793,2025-03-20,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,121,10890,True,211,False
T02794,2025-01-14,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,72,6480,False,174,False
T02795,2025-01-05,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,118,2360,False,321,False
T02796,2025-01-04,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,49,2940,False,290,False
T02797,2025-06-11,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,106,9540,False,378,False
T02798,2025-04-05,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,69,4140,False,245,False
T02799,2025-05-27,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,141,5640,False,26,False
T02800,2025-02-25,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,91,3640,False,57,False
T02801,2025-06-19,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,123,4305,False,239,False
T02802,2025-04-15,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,98,1960,False,176,False
T02803,2025-02-05,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,59,2360,False,280,False
T02804,2025-05-26,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,132,7920,True,202,False
T02805,2025-01-03,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,52,1820,False,197,False
T02806,2025-05-02,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,95,2375,False,202,False
T02807,2025-05-17,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,58,2320,False,126,False
T02808,2025-02-26,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,87,5220,False,33,False
T02809,2025-06-21,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,233,9320,True,20,True
T02810,2025-03-18,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,63,3780,False,194,False
T02811,2025-03-26,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,98,3920,False,364,False
T02812,2025-04-21,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,149,5215,False,113,False
T02813,2025-02-03,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,49,980,False,87,False
T02814,2025-02-11,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,114,3990,False,168,False
T02815,2025-01-10,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,58,2030,False,121,False
T02816,2025-04-23,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,119,2975,True,339,False
T02817,2025-02-11,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,47,1880,False,275,False
T02818,2025-06-12,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,70,2450,True,148,False
T02819,2025-06-03,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,46,2760,False,305,False
T02820,2025-04-24,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,33,825,False,6,True
T02821,2025-04-09,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,62,5580,False,38,False
T02822,2025-03-11,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,88,2200,False,102,False
T02823,2025-05-24,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,140,4900,False,267,False
T02824,2025-06-01,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,190,6650,True,193,False
T02825,2025-05-16,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,152,5320,False,104,False
